69.354839	1026	70.752688	400	[50]	0.1	1000	0.0	0.0001
71.021505	342	68.978495	400	[50]	0.1	1000	0.0	0.0001
71.021505	342	68.978495	400	[50]	0.1	1000	0.0	0.0001
71.021505	342	68.978495	300	[80]	0.1	100	0.0	0.0001
70.967742	1026	68.978495	300	[10]	0.5	100	1.0	0.001
73.225806	342	70.268817	300	[100]	0.5	100	1.0	0.001
72.043011	3420	69.569892	300	[100]	0.5	100	1.0	0.001
87.258065	342	90.806452	300	[20,10,8]	0.5	100	1.0	0.001
87.258065	342	90.806452	300	[20,10,8]	0.5	100	0.0	1.001
76.666667	4788	75.053763	300	[400,300]	0.01	200	0.0	0.0
71.021505	342	68.978495	300	[8]	0.5	100	0.0	1.001
71.021505	342	68.978495	300	[8]	0.5	50	1.0	0.001
71.021505	342	68.978495	300	[80]	0.1	100	0.0	0.0001
71.021505	342	68.978495	300	[10]	0.1	100	0.01	0.0
71.021505	342	68.978495	300	[5]	0.1	100	0.01	0.0
71.021505	342	68.978495	300	[5]	0.1	100	0.01	0.0
71.021505	342	68.978495	300	[5]	0.1	100	0.01	0.0
87.258065	342	90.806452	300	[5]	0.1	100	0.01	0.0
87.258065	342	90.806452	300	[5]	0.1	100	0.01	0.0
71.021505	342	68.978495	300	[5]	0.1	100	0.01	0.0
87.258065	342	90.806452	300	[80]	0.1	100	0.01	0.0
71.021505	1026	68.870968	300	[80]	0.1	100	0.01	0.0
71.021505	342	68.978495	300	[80]	0.1	100	0.1	0.0
68.978495	684	69.731183	300	[80]	0.1	500	0.0	0.0
70.860215	342	68.870968	300	[80]	0.1	500	0.0	0.01
68.709677	1026	69.462366	300	[80]	0.1	500	0.0	0.001
71.021505	342	68.978495	300	[80]	0.1	500	0.0	1.0
71.021505	342	68.978495	300	[80]	0.1	500	0.0	0.1
71.021505	1026	68.870968	300	[80]	0.1	500	0.01	0.0
71.021505	342	68.978495	300	[80]	0.1	500	0.001	1.0
68.978495	1026	69.247312	300	[80]	0.1	500	0.001	0.0
71.021505	342	68.978495	300	[80]	0.1	500	0.001	0.1
71.021505	342	68.870968	300	[80]	0.1	500	0.001	0.01
71.021505	684	68.817204	300	[80]	0.1	500	0.01	0.001
69.408602	684	69.301075	300	[80]	0.1	500	0.001	0.001
71.021505	342	68.978495	300	[80]	0.1	500	0.01	0.01
71.021505	342	68.978495	300	[80]	0.1	500	0.1	0.0
71.021505	342	68.978495	300	[80]	0.1	500	0.01	0.1
71.021505	342	68.978495	300	[80]	0.1	500	0.01	1.0
71.021505	342	68.978495	300	[80]	0.1	500	0.1	0.001
71.021505	342	68.978495	300	[80]	0.1	500	0.1	0.01
71.021505	342	68.978495	300	[80]	0.1	500	1.0	0.0
71.021505	342	68.978495	300	[80]	0.1	500	0.1	0.1
71.021505	342	68.978495	300	[80]	0.1	500	0.1	1.0
71.021505	342	68.978495	300	[80]	0.1	500	1.0	0.001
71.021505	342	68.978495	300	[80]	0.1	500	1.0	0.01
71.021505	342	68.978495	300	[80]	0.1	500	1.0	0.1
71.021505	342	68.978495	300	[80]	0.1	500	1.0	1.0
68.494624	1710	69.139785	300	[80]	0.01	1000	0.0	0.0001
68.064516	9918	69.731183	300	[80]	0.01	1000	0.0	0.001
68.709677	1026	69.462366	300	[80]	0.1	1000	0.0	0.001
68.978495	1026	69.247312	300	[80]	0.1	1000	0.001	0.00
69.408602	684	69.301075	300	[80]	0.1	1000	0.001	0.001
71.021505	684	68.817204	300	[80]	0.1	1000	0.01	0.001
71.021505	1026	68.870968	300	[80]	0.1	1000	0.01	0.0001
71.021505	1026	68.870968	300	[80]	0.1	500	0.01	0.0001
68.978495	1026	69.193548	300	[80]	0.1	500	0.001	0.0001
68.494624	9918	69.139785	300	[80]	0.01	500	0.001	0.0001
70.053763	342	68.978495	300	[80]	0.01	500	0.01	0.001
68.494624	1710	69.139785	300	[80]	0.01	1000	0.0	0.0001
68.494624	1710	69.139785	300	[80]	0.01	500	0.0	0.0001
68.494624	1710	69.139785	300	[80]	0.01	1000	0.0	0.0001
68.817204	3078	69.247312	300	[80]	0.1	1000	0.0	0.0001
70.806452	342	69.301075	300	[80]	0.001	1000	0.0	0.0001
68.494624	1710	69.139785	300	[80]	0.01	1000	0.0	0.0001
